,Age,workclass,A,education,education-num,marital status,occupation,relation,race,sex,captial-gain,captial-loss,hours-per-week,native-country,class
5104,90,1,52386,3,10,2,2,1,4,1,0,0,35,15,0
5105,33,1,205649,4,12,6,5,1,3,1,0,0,20,15,0
5106,57,1,109638,3,10,0,9,2,3,1,0,1672,45,15,0
5107,25,1,200408,4,12,2,5,5,3,1,0,0,40,15,0
5108,44,3,187720,3,10,0,10,2,3,1,0,0,50,15,1
5109,52,1,236180,8,13,6,2,1,3,1,0,0,50,15,0
5110,21,1,118693,3,10,2,12,5,3,1,0,0,40,15,0
5111,31,1,363130,10,9,2,2,3,0,1,0,0,18,15,0
5112,39,1,225544,1,14,0,1,2,3,1,0,0,40,22,0
5113,59,2,243612,10,9,5,12,3,3,0,0,0,40,15,0
5114,29,5,160786,10,9,0,9,2,3,1,0,0,55,15,0
5115,49,1,234320,15,4,2,11,0,0,1,0,0,45,15,0
5116,34,1,314646,2,5,0,5,2,3,1,0,0,40,15,0
5117,22,1,124971,8,13,2,10,1,3,1,0,0,40,15,0
5118,32,1,209184,8,13,0,10,2,1,1,0,0,40,0,0
5119,39,6,121838,10,9,3,2,3,0,0,0,0,40,15,0
5120,46,1,265275,1,14,0,11,2,3,1,0,0,60,15,0
5121,50,1,71417,10,9,0,5,2,3,1,3103,0,40,15,1
5122,34,1,45522,10,9,2,2,1,3,1,0,0,40,15,0
5123,28,0,250135,1,14,0,11,4,3,0,0,1902,55,15,0
5124,18,1,120283,12,8,2,10,5,3,0,0,0,24,15,0
5125,20,1,216972,10,9,2,10,1,3,1,0,0,30,15,0
5126,20,1,116791,10,9,2,12,0,3,0,0,0,40,15,0
5127,55,6,26290,5,11,5,9,1,2,0,0,0,38,15,0
5128,22,1,216134,3,10,2,10,5,0,0,0,0,40,15,0
5129,60,5,143932,1,14,0,9,2,3,1,0,0,40,15,0
5130,40,1,217120,14,6,3,5,1,3,1,0,0,50,15,0
5131,47,6,223944,3,10,0,3,4,3,0,0,0,30,15,0
5132,23,1,185452,8,13,2,9,1,3,0,0,0,35,5,0
5133,57,0,44273,10,9,5,1,1,3,0,0,0,40,15,0
5134,52,1,178983,13,7,0,2,2,3,1,0,0,40,15,0
5135,42,1,219288,15,4,5,5,3,3,1,0,0,40,15,0
5136,25,1,349190,4,12,2,13,5,3,1,0,0,20,15,0
5137,49,3,158685,10,9,0,3,4,3,0,0,2377,40,15,1
5138,41,2,57924,3,10,2,6,5,3,1,0,0,40,15,0
5139,40,6,270324,5,11,0,2,2,0,1,0,0,30,15,0
5140,38,1,33001,8,13,0,9,2,3,1,0,0,55,15,1
5141,58,1,204021,10,9,2,1,5,3,1,0,0,40,5,0
5142,26,1,192506,8,13,2,2,1,0,0,0,0,35,15,0
5143,57,1,372967,14,6,3,3,0,3,0,0,0,70,13,0
5144,28,1,273929,10,9,0,10,2,3,1,0,1628,60,15,0
5145,42,1,195821,10,9,4,10,3,3,0,0,0,40,15,0
5146,28,1,56179,3,10,2,9,1,3,1,2174,0,55,15,0
5147,17,8,127003,2,5,2,14,5,0,1,0,0,40,15,0
5148,39,5,124090,2,5,0,5,2,3,1,0,0,40,15,0
5149,28,1,199600,10,9,0,12,2,0,1,0,0,40,15,0
5150,42,1,255847,10,9,0,12,2,3,1,4386,0,48,15,1
5151,51,5,218311,3,10,3,10,3,3,0,0,0,50,15,0
5152,27,1,167336,3,10,2,3,1,3,0,0,0,39,15,0
5153,41,1,59938,10,9,3,3,3,3,0,0,0,43,15,0
5154,28,1,263728,8,13,0,5,2,3,1,0,0,40,15,0
5155,54,5,278230,3,10,3,7,3,3,0,10520,0,30,15,1
5156,73,8,180603,10,9,5,14,1,3,0,0,0,8,15,0
5157,49,1,43910,10,9,0,3,4,3,0,0,0,30,15,0
5158,47,1,190139,1,14,0,9,2,3,1,0,0,40,15,1
5159,27,1,109001,3,10,0,5,2,3,1,0,0,49,15,0
5160,42,0,159931,8,13,0,11,4,3,0,0,0,45,15,1
5161,32,1,194987,10,9,0,3,4,0,0,0,0,40,15,0
5162,32,0,87310,10,9,0,2,2,3,1,0,0,41,15,0
5163,27,1,133937,1,14,2,10,5,3,1,0,0,40,15,0
5164,29,1,207064,10,9,0,5,2,3,1,0,0,40,15,1
5165,22,1,36011,5,11,2,11,1,3,1,0,0,30,15,0
5166,41,2,168294,10,9,0,3,2,3,1,5178,0,40,15,1
5167,49,0,194895,3,10,0,13,2,3,1,7298,0,40,15,1
5168,58,5,49884,10,9,0,7,2,3,1,0,0,50,15,0
5169,41,5,27305,10,9,0,7,2,3,1,7688,0,40,15,1
5170,26,1,229977,2,5,0,5,2,3,1,0,0,35,15,0
5171,21,1,64520,10,9,2,10,1,3,1,0,0,55,15,0
5172,32,8,134886,10,9,0,14,4,3,0,0,0,2,15,1
5173,37,1,305379,8,13,0,9,2,3,1,0,0,50,15,1
5174,23,1,202284,8,13,2,10,5,3,1,0,0,20,15,0
5175,42,5,99185,3,10,0,9,2,3,1,0,0,40,15,1
5176,25,1,159662,10,9,0,10,5,3,1,0,0,26,15,1
5177,67,1,197865,3,10,3,3,1,3,0,0,0,40,15,0
5178,41,0,175149,10,9,3,1,1,0,0,0,0,38,15,0
5179,49,0,349633,1,14,0,11,4,3,0,0,0,50,15,1
5180,36,1,135293,8,13,3,11,3,3,0,1506,0,45,25,0
5181,18,1,242893,13,7,2,5,5,3,1,0,0,35,15,0
5182,25,1,218667,9,3,0,13,5,3,1,0,0,40,15,0
5183,43,6,144811,11,15,3,11,1,3,1,0,0,50,15,0
5184,38,1,146091,6,16,0,9,4,3,0,99999,0,36,15,1
5185,21,1,206861,3,10,2,10,5,3,1,0,0,20,25,0
5186,65,5,226215,8,13,0,10,2,3,1,0,0,15,15,0
5187,66,1,114447,5,11,5,11,1,3,0,0,0,35,15,0
5188,33,1,124187,13,7,2,1,1,0,1,0,0,60,15,0
5189,51,1,147954,10,9,0,3,4,0,0,3411,0,38,15,0
5190,27,3,64379,10,9,0,5,2,3,1,0,1740,40,15,0
5191,17,1,156501,12,8,2,2,5,3,0,0,0,16,15,0
5192,32,1,207668,8,13,0,9,2,3,1,15024,0,45,15,1
5193,61,8,161279,10,9,5,14,1,3,0,0,0,36,15,0
5194,38,1,225707,10,9,0,12,2,3,1,0,0,40,38,1
5195,43,0,115603,3,10,3,3,3,3,0,0,0,40,15,0
5196,40,6,506329,6,16,0,11,2,4,1,0,0,40,21,1
5197,63,1,275034,8,13,0,10,2,3,1,0,1740,35,15,0
5198,76,8,172637,3,10,0,14,2,3,1,0,0,20,15,1
5199,42,1,56483,4,12,3,3,3,3,0,0,0,40,15,0
5200,43,2,144778,8,13,2,9,1,3,1,0,0,40,15,1
5201,76,5,33213,1,14,0,11,2,3,1,0,0,30,25,1
5202,41,0,297248,11,15,0,11,2,3,1,0,2415,45,15,1
5203,17,1,137042,14,6,2,11,5,3,1,0,0,20,15,0
5204,30,5,33308,10,9,2,5,1,3,1,0,0,40,15,0
5205,30,1,158420,8,13,2,11,1,3,1,0,0,50,23,0
5206,22,1,41763,3,10,2,2,1,3,1,0,0,25,15,0
5207,53,8,220640,8,13,3,14,0,1,0,0,0,20,15,0
5208,28,1,149734,10,9,2,2,3,0,0,0,0,52,15,0
5209,25,8,262245,5,11,2,14,5,3,0,3418,0,40,15,0
5210,24,1,349691,3,10,2,10,0,0,0,0,0,40,15,0
5211,47,1,185385,14,6,0,12,2,3,1,0,0,40,15,1
5212,34,5,174463,5,11,2,7,1,3,1,0,0,50,15,0
5213,26,1,236068,3,10,2,10,0,3,0,0,0,20,15,0
5214,63,8,445168,8,13,5,14,1,2,0,0,0,56,15,0
5215,25,1,91334,5,11,0,9,2,3,1,0,0,75,15,0
5216,28,1,33895,8,13,2,10,1,3,1,0,0,45,15,0
5217,36,1,214816,10,9,2,5,1,3,0,0,0,40,15,0
5218,24,1,229773,8,13,2,9,1,3,1,0,0,40,15,0
5219,51,3,166386,8,13,0,9,4,4,0,0,0,35,21,0
5220,44,1,266135,8,13,0,11,2,3,1,0,0,50,15,1
5221,18,1,300379,12,8,2,3,5,3,1,0,0,12,15,0
5222,54,2,392502,3,10,0,11,2,3,1,0,0,40,15,1
5223,61,1,73809,3,10,3,3,1,3,0,0,0,40,15,0
5224,51,1,193720,8,13,0,9,2,3,1,0,0,45,15,1
5225,43,1,316183,15,4,0,12,2,3,1,0,0,40,15,0
5226,51,1,162944,10,9,0,5,2,3,1,0,0,40,15,0
5227,50,0,186888,10,9,0,9,4,0,0,0,0,40,15,1
5228,27,8,330132,10,9,2,14,1,3,0,0,0,25,15,0
5229,24,1,192017,3,10,0,13,2,3,1,0,0,30,15,0
5230,20,6,161978,3,10,0,2,2,3,1,0,0,20,15,0
5231,52,1,202930,8,13,3,9,1,3,1,0,0,40,15,1
5232,57,0,323309,15,4,3,2,1,3,1,0,0,40,15,0
5233,49,3,197332,3,10,0,10,2,3,1,0,0,60,15,0
5234,42,3,204033,8,13,0,3,4,3,0,0,0,35,25,0
5235,22,1,271274,13,7,2,10,1,3,0,0,0,40,15,0
5236,38,1,174242,3,10,0,0,2,3,1,0,0,40,15,1
5237,21,1,209483,3,10,2,10,5,3,0,0,0,20,15,0
5238,39,2,99146,8,13,0,6,2,3,1,0,1887,60,15,1
5239,52,5,102346,3,10,2,11,5,3,0,0,0,35,15,0
5240,25,1,181666,4,12,2,0,5,3,0,0,0,40,15,0
5241,50,1,207367,3,10,6,2,1,3,0,0,0,40,38,0
5242,35,6,82622,3,10,0,9,2,3,1,0,0,80,15,0
5243,50,1,202296,5,11,4,11,3,3,0,0,0,40,15,0
5244,58,1,142182,10,9,0,5,2,3,1,0,0,25,15,0
5245,48,2,94342,8,13,3,9,1,3,1,0,0,45,15,0
5246,30,1,41493,3,10,3,3,1,3,0,0,0,35,5,0
5247,18,1,181712,13,7,2,13,5,3,1,0,0,12,15,0
5248,29,5,164607,10,9,0,5,2,3,1,0,0,40,15,0
5249,52,5,41496,3,10,0,10,2,3,1,0,0,45,15,0
5250,63,1,143098,10,9,0,10,2,3,1,4064,0,40,15,0
5251,36,0,196529,1,14,0,11,4,3,0,0,0,40,15,1
5252,24,1,157332,3,10,2,12,5,3,0,0,0,42,15,0
5253,30,0,154935,4,12,2,6,1,0,1,0,0,40,15,0
5254,23,1,223231,10,9,0,12,2,1,1,0,0,40,41,0
5255,35,8,253860,10,9,3,14,3,3,0,0,0,20,15,0
5256,21,1,362589,8,13,2,2,5,3,0,0,0,20,15,0
5257,28,1,94880,3,10,2,5,1,3,1,0,0,43,41,0
5258,20,1,309580,10,9,2,3,5,3,1,0,0,40,15,0
5259,18,1,130389,13,7,2,2,5,3,1,0,0,20,8,0
5260,21,1,349365,3,10,2,3,5,3,0,0,0,15,15,0
5261,27,1,376936,10,9,2,5,1,3,1,0,0,40,15,0
5262,42,1,179557,3,10,3,0,1,3,0,0,0,40,15,0
5263,21,1,105577,3,10,2,2,5,3,0,0,0,30,15,0
5264,51,1,224207,3,10,0,10,2,3,1,0,0,40,15,1
5265,27,2,47907,8,13,2,3,1,3,0,0,0,40,15,0
5266,23,5,191283,10,9,2,1,5,3,1,0,0,40,15,0
5267,57,1,20953,3,10,0,10,2,3,1,0,1902,40,15,1
5268,22,6,186569,8,13,2,11,5,3,0,0,0,12,15,0
5269,59,1,43221,2,5,0,1,2,3,1,0,0,60,15,1
5270,38,1,161141,10,9,3,1,1,3,1,0,0,40,15,0
5271,20,1,203003,10,9,2,1,0,3,1,0,0,40,15,0
5272,90,1,141758,2,5,2,3,1,3,0,0,0,40,15,0
5273,35,1,113322,5,11,0,10,2,3,1,0,0,40,15,0
5274,50,1,343847,10,9,0,6,2,3,1,0,0,38,15,1
5275,45,1,214068,6,16,0,11,2,3,1,0,0,50,15,1
5276,44,1,116632,1,14,0,9,2,3,1,0,0,50,15,1
5277,23,1,240160,4,12,2,11,5,3,1,0,0,40,15,0
5278,34,1,516337,13,7,0,13,2,3,1,0,0,40,41,0
5279,23,3,284651,8,13,3,10,1,3,0,0,0,43,15,0
5280,39,6,141420,3,10,0,6,2,3,1,0,0,40,15,0
5281,19,1,42750,3,10,2,13,1,3,1,0,0,55,15,0
5282,54,1,165278,3,10,0,9,2,3,1,0,0,40,15,1
5283,40,1,167265,1,14,3,11,1,3,1,0,0,43,15,0
5284,44,1,139907,3,10,2,10,5,3,1,0,0,50,15,0
5285,31,3,236415,3,10,0,3,4,3,0,0,0,20,15,1
5286,25,1,312966,2,5,4,13,0,3,1,0,0,40,27,0
5287,33,1,118941,8,13,0,9,4,3,0,0,0,32,15,1
5288,32,1,198068,10,9,2,1,1,3,1,0,0,60,15,0
5289,36,1,373952,14,6,0,12,2,3,1,0,0,40,15,0
5290,47,5,236111,3,10,0,11,2,1,1,0,0,55,15,1
5291,80,1,157778,1,14,5,11,1,3,0,0,0,10,15,0
5292,21,1,143604,3,10,2,10,5,3,0,0,0,8,15,0
5293,35,5,319831,3,10,0,7,2,3,1,0,0,60,15,0
5294,77,8,132728,1,14,3,14,1,3,1,0,0,45,15,0
5295,30,1,137606,10,9,0,1,2,3,1,5013,0,40,15,0
5296,35,8,61343,10,9,0,14,2,3,1,0,0,40,15,0
5297,49,1,268234,15,4,0,13,2,3,1,0,0,40,15,0
5298,33,1,100135,10,9,0,3,4,3,0,0,1740,25,15,0
5299,53,5,34973,3,10,0,7,2,3,1,0,0,45,15,0
5300,41,1,323790,10,9,3,13,3,3,1,0,0,55,15,0
5301,57,1,319733,8,13,0,12,2,3,1,0,0,40,22,1
5302,21,8,180339,3,10,2,14,5,3,0,0,0,25,15,0
5303,19,1,125591,3,10,2,2,5,3,0,0,0,40,15,0
5304,28,1,60772,8,13,2,9,5,3,0,0,0,45,15,0
5305,42,2,74680,1,14,3,3,1,3,1,0,2001,60,15,0
5306,29,5,141185,3,10,0,7,2,3,1,0,0,55,15,0
5307,38,8,204668,5,11,4,14,3,3,0,0,0,25,15,0
5308,26,1,273792,3,10,2,2,5,3,1,0,0,20,15,0
5309,41,1,70037,3,10,2,5,3,3,1,0,3004,60,25,1
5310,40,1,343068,3,10,3,9,1,3,0,0,0,40,15,0
5311,36,5,177907,6,16,2,11,1,3,1,0,0,40,15,1
5312,28,1,144063,10,9,0,9,2,3,1,0,0,40,15,0
5313,25,5,257574,8,13,2,3,1,0,0,0,0,20,15,0
5314,42,5,67065,10,9,0,7,2,3,1,0,0,60,15,0
5315,32,1,183356,10,9,2,5,5,3,1,0,0,40,15,0
5316,32,1,152940,4,12,2,3,5,3,1,0,0,30,15,0
5317,37,1,227128,9,3,0,5,2,3,1,0,0,40,15,0
5318,39,0,45607,10,9,0,6,2,3,1,0,0,56,15,0
5319,49,1,155489,8,13,0,5,2,3,1,0,0,40,15,0
5320,28,8,230704,10,9,2,14,1,0,1,0,0,40,15,0
5321,24,8,267955,2,5,2,14,5,3,0,0,0,20,15,0
5322,19,1,165115,10,9,2,10,1,3,0,0,0,40,15,0
5323,31,1,49923,10,9,0,1,2,3,1,0,0,40,15,0
5324,40,1,272240,10,9,3,12,1,3,0,0,0,40,15,0
5325,29,1,255476,15,4,2,13,5,3,1,0,0,30,41,0
5326,59,1,194290,10,9,0,7,2,3,1,0,0,48,15,0
5327,52,1,145548,4,12,0,6,2,3,1,0,0,40,15,1
5328,27,1,175262,8,13,2,9,5,3,1,0,0,40,15,0
5329,45,0,37306,8,13,0,11,2,3,1,0,0,45,15,1
5330,58,1,137547,8,13,0,2,2,4,1,0,0,40,35,0
5331,53,1,276515,8,13,2,9,5,3,1,0,0,40,38,0
5332,23,1,174626,10,9,2,13,5,3,1,0,0,25,15,0
5333,35,1,215310,13,7,3,13,0,3,1,0,0,40,15,0
5334,49,1,332355,10,9,0,9,2,3,1,0,0,40,15,0
5335,49,1,204057,4,12,3,9,1,3,0,0,0,40,15,0
5336,25,1,391591,12,8,2,5,1,3,1,0,0,40,15,0
5337,47,1,169092,1,14,3,11,3,3,0,0,0,50,15,1
5338,28,1,230743,4,12,3,3,1,3,0,0,0,40,15,0
5339,20,1,190963,3,10,2,9,1,3,0,0,0,30,15,0
5340,74,8,204840,9,3,0,14,2,3,1,0,0,56,41,0
5341,19,1,169853,10,9,2,12,5,3,1,0,0,24,15,0
5342,28,1,212091,10,9,0,12,2,3,1,2580,0,40,15,0
5343,31,1,202822,3,10,3,3,3,0,0,0,0,40,15,0
5344,61,8,226989,3,10,6,14,1,3,1,0,0,40,15,0
5345,30,1,140011,5,11,0,13,2,3,1,0,0,53,15,0
5346,20,8,432376,3,10,2,14,5,3,1,0,0,40,13,0
5347,35,1,90273,15,4,0,12,2,3,1,0,0,40,25,1
5348,23,1,224424,8,13,2,2,5,3,1,0,0,40,15,0
5349,25,1,168943,8,13,0,9,4,3,0,0,0,30,15,1
5350,19,1,571853,10,9,2,2,5,3,1,0,0,30,15,0
5351,30,1,156464,1,14,2,11,1,3,1,0,0,45,15,1
5352,26,1,108542,10,9,2,5,5,3,1,0,0,35,15,0
5353,34,0,194325,10,9,0,1,2,3,1,0,0,45,15,0
5354,49,1,114797,8,13,3,9,3,0,0,0,0,40,15,0
5355,35,1,40135,3,10,0,13,2,3,1,0,2042,40,15,0
5356,38,1,204756,10,9,2,10,5,3,0,0,0,40,15,0
5357,36,1,228190,10,9,0,13,2,0,1,0,0,20,15,0
5358,33,1,163392,10,9,0,11,2,2,1,0,0,48,15,1
5359,54,1,138845,3,10,2,2,1,3,0,0,0,40,15,0
5360,19,0,169853,10,9,2,5,5,3,1,0,0,40,15,0
5361,18,7,206359,14,6,2,14,5,3,1,0,0,40,15,0
5362,60,1,224097,10,9,0,5,2,3,1,0,0,40,15,0
5363,28,5,160786,10,9,2,5,5,3,1,0,0,40,15,0
5364,43,5,190044,10,9,0,10,2,3,1,0,0,40,15,0
5365,49,0,145290,9,3,0,2,2,3,1,0,0,40,15,0
5366,25,1,120268,8,13,2,11,5,3,1,0,0,70,15,0
5367,17,1,327434,14,6,2,10,5,3,1,0,0,20,15,0
5368,41,3,218302,8,13,0,10,2,3,1,0,0,60,15,1
5369,30,1,1184622,3,10,0,1,2,0,1,0,0,35,15,0
5370,90,0,227796,1,14,0,9,2,3,1,20051,0,60,15,1
5371,25,1,206343,10,9,2,6,0,3,1,0,0,40,15,0
5372,27,1,36851,5,11,0,10,2,3,1,0,0,35,15,0
5373,29,1,148550,10,9,0,5,2,3,1,0,0,40,15,0
5374,55,1,157079,3,10,0,6,2,0,1,0,0,40,25,1
5375,31,2,142470,8,13,2,9,1,0,0,0,0,40,15,0
5376,43,1,86750,5,11,0,5,2,3,1,0,0,99,15,0
5377,63,1,361631,1,14,4,11,1,3,0,0,0,40,15,1
5378,46,1,163229,15,4,0,1,2,3,1,0,0,40,15,0
5379,59,1,179594,10,9,0,10,2,3,1,0,0,40,15,0
5380,42,1,254773,8,13,0,9,4,0,0,0,0,50,15,1
5381,26,1,58065,8,13,2,3,1,3,0,0,0,20,15,0
5382,26,1,205428,3,10,0,10,2,3,1,0,0,45,15,0
5383,20,8,41183,3,10,2,14,5,3,0,0,0,30,15,0
5384,19,8,308064,10,9,2,14,1,0,0,0,0,40,15,0
5385,61,1,173924,2,5,3,13,1,3,1,0,0,40,0,1
5386,23,6,142547,10,9,0,9,2,3,1,0,0,40,15,0
5387,24,1,119704,10,9,0,3,4,3,0,0,0,40,15,0
5388,35,1,275364,8,13,3,0,3,3,1,7430,0,40,13,1
5389,42,5,207392,10,9,0,10,2,3,1,0,0,12,15,0
5390,31,1,147215,12,8,3,2,3,3,0,0,0,21,15,0
5391,31,1,101562,10,9,0,12,4,3,0,0,0,55,15,0
5392,63,1,216413,8,13,5,3,1,3,0,0,0,25,15,0
5393,29,6,188986,5,11,2,0,1,3,0,0,1590,64,15,0
5394,43,6,52849,8,13,0,11,2,3,1,0,0,40,15,0
5395,22,1,304710,8,13,2,3,1,4,0,0,0,10,26,0
5396,17,1,265657,13,7,2,2,5,3,1,0,0,25,15,0
5397,23,5,258298,8,13,2,3,5,3,1,0,2231,40,15,1
5398,35,1,360814,2,5,3,5,1,3,1,0,0,45,15,0
5399,32,1,53260,10,9,3,2,3,1,0,0,0,28,15,0
5400,50,3,127315,8,13,0,9,2,3,1,15024,0,60,15,1
5401,25,1,233777,10,9,2,1,0,3,1,0,0,40,25,0
5402,26,0,197530,1,14,6,11,1,3,0,0,0,40,15,0
5403,32,1,340940,8,13,0,9,2,3,1,0,0,40,15,0
5404,29,1,88432,5,11,0,5,2,3,1,0,0,50,15,0
5405,57,1,183810,3,10,0,11,2,3,1,0,0,40,15,1
5406,90,1,51744,1,14,2,9,1,0,1,0,0,50,15,1
5407,35,1,175614,5,11,3,11,3,3,0,0,0,40,15,1
5408,31,5,235237,3,10,0,10,2,0,1,0,0,60,15,1
5409,60,1,227266,10,9,3,10,1,3,0,0,0,33,15,0
5410,21,1,146499,5,11,0,3,0,3,0,0,1579,40,15,0
5411,71,0,337064,1,14,5,11,1,3,0,0,0,40,15,0
5412,22,1,141003,5,11,2,2,5,3,1,0,0,30,15,0
5413,50,0,117791,10,9,3,3,1,3,0,0,0,40,15,0
5414,37,1,172846,3,10,0,10,2,3,1,0,0,45,15,1
5415,23,1,73514,10,9,2,3,5,4,0,0,0,40,26,0
5416,74,1,211075,10,9,0,2,2,3,1,0,0,30,15,0
5417,67,1,197816,3,10,0,10,2,3,1,0,1844,70,15,0
5418,59,1,43221,3,10,0,5,2,3,1,0,0,43,15,1
5419,28,1,183780,10,9,0,1,2,3,1,0,1740,40,15,0
5420,45,1,26781,10,9,0,7,2,2,1,0,0,40,15,0
5421,63,5,271550,3,10,0,7,2,3,1,0,0,20,15,0
5422,39,1,250157,8,13,2,11,1,3,0,0,0,63,15,0
5423,33,6,913447,3,10,3,2,3,0,0,0,0,40,15,0
5424,32,1,153078,8,13,2,2,1,4,1,0,0,40,35,0
5425,34,1,181091,8,13,0,9,2,3,1,0,1977,45,15,1
5426,39,1,231491,10,9,2,13,0,3,1,0,0,40,15,0
5427,29,6,95423,1,14,0,3,2,3,1,0,0,36,15,0
5428,22,1,234663,10,9,0,12,2,3,1,0,0,40,15,0
5429,53,1,283602,8,13,3,10,1,3,0,13550,0,43,15,1
5430,46,1,328669,5,11,0,5,2,3,1,0,0,42,15,0
5431,51,1,143741,3,10,0,2,4,3,0,0,0,40,15,1
5432,44,1,83508,11,15,3,11,1,3,0,2354,0,99,15,0
5433,56,6,81954,10,9,3,3,1,3,0,0,0,40,15,0
5434,27,1,261375,8,13,2,3,5,0,0,0,0,40,15,0
5435,52,1,310045,2,5,6,12,1,4,0,0,0,30,20,0
5436,39,1,316211,8,13,2,11,1,3,1,0,0,40,15,1
5437,45,2,88564,3,10,0,9,2,3,1,7688,0,40,15,1
5438,37,1,61299,3,10,0,5,2,3,1,0,0,45,15,0
5439,33,1,113364,10,9,3,3,5,3,1,0,0,40,15,0
5440,35,8,476573,10,9,2,14,1,3,0,0,0,4,15,0
5441,46,1,267107,9,3,0,5,4,3,0,0,0,45,34,0
5442,35,1,48123,12,8,0,5,4,3,0,0,0,50,15,0
5443,33,1,214635,10,9,0,9,2,0,1,0,0,50,15,0
5444,48,1,115585,8,13,0,10,2,3,1,0,0,40,15,0
5445,32,1,194141,10,9,3,12,5,3,1,0,0,50,15,0
5446,18,8,23233,14,6,2,14,5,3,1,0,0,40,15,0
5447,20,1,89991,3,10,2,2,5,3,0,0,0,32,15,0
5448,35,1,101709,10,9,2,1,5,4,1,0,0,60,15,0
5449,19,1,237455,10,9,2,13,5,3,0,0,0,25,15,0
5450,21,1,206492,10,9,2,10,5,3,0,0,0,40,25,0
5451,56,1,28729,13,7,4,12,1,3,0,0,0,40,15,0
5452,28,1,153475,8,13,2,3,5,3,0,0,0,16,27,0
5453,45,1,275517,10,9,3,5,3,3,0,0,0,40,15,0
5454,32,1,128002,5,11,0,3,4,3,0,0,0,45,15,0
5455,44,1,175485,8,13,0,5,2,3,1,0,0,12,15,0
5456,55,1,189664,10,9,0,11,2,3,1,0,0,40,15,1
5457,34,1,209808,3,10,0,3,2,3,1,0,0,40,15,1
5458,33,1,176992,1,14,0,11,2,3,1,0,0,40,15,1
5459,36,1,154669,8,13,2,9,5,3,1,0,0,55,15,0
5460,25,1,191271,10,9,2,3,5,3,0,0,0,40,15,0
5461,28,1,375482,8,13,2,10,1,3,1,0,0,40,15,0
5462,39,1,102953,8,13,0,10,2,3,1,7298,0,55,15,1
5463,53,1,169182,14,6,6,12,1,3,0,0,0,40,17,0
5464,47,1,184005,10,9,3,9,1,2,0,3325,0,45,15,0
5465,49,3,30751,5,11,3,9,1,3,1,0,0,60,15,0
5466,22,1,145477,10,9,2,13,5,2,1,0,0,40,15,0
5467,31,1,91964,3,10,2,3,0,3,1,0,0,40,15,0
5468,44,3,49249,3,10,3,2,3,3,1,0,0,80,15,0
5469,19,1,218956,10,9,2,11,5,3,1,0,0,40,15,0
5470,37,5,241306,10,9,3,5,1,3,1,0,0,40,15,0
5471,60,8,251572,10,9,5,14,1,3,1,0,0,35,22,0
5472,23,1,319842,3,10,2,13,5,3,1,0,0,25,15,0
5473,44,1,332401,11,15,0,11,2,3,1,99999,0,65,15,1
5474,54,0,182388,10,9,0,2,4,3,0,0,0,35,15,0
5475,23,1,205939,10,9,0,5,2,3,1,0,0,38,15,0
5476,21,1,203914,3,10,2,2,5,3,0,0,0,10,15,0
5477,19,6,156294,3,10,2,11,5,3,1,0,0,25,15,0
5478,51,1,254211,8,13,0,5,2,3,1,0,0,20,15,1
5479,41,1,151504,8,13,0,9,2,3,1,7688,0,50,15,1
5480,61,1,85548,3,10,0,0,2,3,1,15024,0,18,15,1
5481,19,5,30800,14,6,6,3,3,2,0,0,0,40,15,0
5482,22,1,131230,8,13,2,10,5,3,1,0,0,40,15,0
5483,22,1,61850,10,9,2,2,1,3,0,0,0,40,15,0
5484,49,1,227800,15,4,0,11,2,3,1,0,0,32,15,0
5485,35,1,133454,14,6,3,12,1,3,1,0,0,50,15,0
5486,38,1,104094,3,10,0,10,2,3,1,0,0,40,15,0
5487,29,1,105422,10,9,0,11,2,3,1,0,0,40,15,1
5488,56,1,142182,5,11,0,5,2,3,1,0,0,45,15,1
5489,41,1,336643,3,10,3,9,1,3,0,0,0,80,15,0
5490,62,3,200577,1,14,0,10,2,3,1,0,0,45,15,1
5491,27,1,208703,10,9,2,6,5,3,1,0,0,40,24,0
5492,55,8,193895,10,9,3,14,1,3,0,0,0,40,16,0
5493,25,1,272428,10,9,2,10,1,3,1,4416,0,42,15,0
5494,33,1,56701,8,13,0,11,2,3,1,15024,0,75,15,1
5495,26,1,288592,10,9,2,3,1,3,0,0,0,40,15,0
5496,43,1,266439,10,9,3,12,1,3,1,0,0,45,15,0
5497,53,2,276868,1,14,0,3,2,3,1,0,0,40,15,1
5498,43,1,131435,8,13,3,2,1,3,0,0,0,40,15,0
5499,56,1,175127,10,9,3,5,3,3,1,0,0,35,15,0
5500,25,1,277444,8,13,0,10,2,3,1,0,0,50,15,0
5501,60,1,63296,1,14,3,11,0,0,1,0,0,40,15,0
5502,28,1,96337,3,10,2,3,1,3,0,0,0,40,15,0
5503,21,1,221955,10,9,2,12,3,3,1,0,0,40,41,0
5504,40,1,197923,8,13,2,3,3,0,0,2977,0,40,15,0
5505,29,1,632593,10,9,0,5,2,0,1,0,0,40,15,0
5506,20,1,205970,3,10,2,5,5,3,0,0,0,25,15,0
5507,25,1,139730,10,9,0,5,2,3,1,0,0,80,15,1
5508,18,1,201901,13,7,2,10,5,3,0,0,0,10,15,0
5509,32,6,230224,4,12,0,2,2,3,1,0,0,35,15,0
5510,27,1,113464,0,2,2,2,5,1,1,0,0,35,32,0
5511,48,1,94461,10,9,5,12,1,3,0,0,0,16,15,0
